data,descricao
2021-09-03,"MINISTÉRIO DA JUSTIÇA
Departamento de Polícia Federal
Superintendência Regional no Estado de São Paulo
Código da UASG: 200360
Concorrência Nº 4/2021
Objeto:
 Objeto: A presente licitação tem por objeto a escolha da proposta mais vantajosa, que consiste na melhor técnica de atendimento ao público demandante de passaporte, sem ônus para a Administração, para a instalação e o funcionamento de Posto de Emissão de Passaporte da Polícia Federal (PEP) em um dos Shoppings Centers no Município de Campinas/SP.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
Edital a partir de:
 03/09/2021 das 09:00 às 12:00 Hs e das 14:00 às 17:00 Hs
Endereço:
 Rua Hugo D´antola, 95                                                                - Lapa de Baixo, São Paulo/sp              - São Paulo                                (SP)
Telefone:
 (0xx11) 35385807
Fax:
 (0xx11)               
Entrega da Proposta:
 19/10/2021 às 14:00Hs




Histórico de eventos publicados..."
2021-09-03,"MINISTÉRIO DA PREVIDÊNCIA SOCIAL
Instituto Nacional do Seguro Social
Gerência Regional em Florianópolis
Código da UASG: 510181
Tomada de preço Nº 2/2021
Objeto:
 Objeto: Contratação de empresa de engenharia para a prestação de serviços de reforma de área localizada na Agência da Previdência Social do INSS no município de Palhoça - SC, para adequação da acessibilidade da edificação de forma a garantir o cumprimento das exigências contidas no decreto federal nº 5296, de 02 de dezembro de 2004 e de acordo com a NBR 9050:2020, bem como as adequações relativas ao Projeto de Prevenção e Combate a Incêndio.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
Edital a partir de:
 03/09/2021 das 08:30 às 16:30 Hs 
Endereço:
 Praça Pereira Oliveira, Nº 13 - Centro - Sala 204                                    -                                          - Florianópolis                            (SC)
Telefone:
          
Fax:
                
Entrega da Proposta:
 29/09/2021 às 08:00Hs




Histórico de eventos publicados..."
2021-09-03,"MINISTÉRIO DA EDUCAÇÃO
Universidade Federal da Fronteira Sul
Código da UASG: 158517
Pregão Eletrônico Nº 24/2021
Objeto:
 Objeto: Pregão Eletrônico -  Aquisição do extrator de ácidos nucleicos (Robô) e insumos destinados ao Laboratório Coronavírus - Campus Realeza da Universidade Federal da Fronteira Sul, visando ampliação da capacidade de testagem do laboratório Coronavírus da  UFFS/PMR/Realeza.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
Edital a partir de:
 03/09/2021 das 08:00 às 12:00 Hs e das 13:00 às 17:00 Hs
Endereço:
 Av. Fernando Machado, 108e - Centro                                                  - Centro                                   - Chapecó                                  (SC)
Telefone:
 (0xx49) 20493788
Fax:
 (0xx49)               
Entrega da Proposta:
 03/09/2021 às 08:00Hs




Histórico de eventos publicados..."
2021-09-03,"MINISTÉRIO DA DEFESA
Comando do Exército
Comando Militar do Sul
COMANDO DA 3ª DIVISÃO DO EXÉRCITO - BASE ADMINISTRATIVA DA GUARNIÇÃO DE SAN
TA MARIA
1ªBatalhão de Comunicações Divisionário
Código da UASG: 160250
Pregão Eletrônico Nº 12/2021
Objeto:
 Objeto: Pregão Eletrônico -  Aquisição de medicamentos e material hospitalar para o posto médico da guarnição de Santo Ângelo-RS.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
Edital a partir de:
 03/09/2021 das 08:00 às 12:00 Hs e das 14:00 às 17:00 Hs
Endereço:
 Av. Venancio Aires S/n - Centro                                                      - Centro                                   - Santo Ângelo                             (RS)
Telefone:
 (0xx55) 33131100
Fax:
 (0xx55)               
Entrega da Proposta:
 03/09/2021 às 08:00Hs




Histórico de eventos publicados..."
2021-09-03,"PREFEITURA MUNICIPAL DE CAETITÉ BA
Código da UASG: 983403
Pregão Eletrônico Nº 137/2021
Objeto:
 Objeto: Pregão Eletrônico -  Registro de preços para futura e eventual aquisição de Itens de prevenção a Covid-19 para atender as demandas da Secretária de Educação do município de Caetité-Ba. Senhores Licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo l), prevalecerá à descrição deste último, a fim de tornar mais ágil à fase de habilitação.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
Edital a partir de:
 03/09/2021 das 08:00 às 12:00 Hs e das 14:00 às 17:59 Hs
Endereço:
 Av Prof Marlene Cerqueira, 1000, Centro Admin                                        - Prisco Viana                             - Caetité                                  (BA)
Telefone:
          
Fax:
                
Entrega da Proposta:
 03/09/2021 às 08:00Hs




Histórico de eventos publicados..."
2021-09-03,"MINISTÉRIO DA DEFESA
Comando do Exército
Departamento de Educação e Cultura do Exército
Diretoria de Formação e Aperfeiçoamento
Escola de Aperfeiçoamento de Sargentos
Código da UASG: 160531
Pregão Eletrônico Nº 18/2021
Objeto:
 Objeto: Pregão Eletrônico -  Aquisição de conjunto de móveis planejados para os alojamentos do Corpo de Alunos da EASA.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
Edital a partir de:
 03/09/2021 das 08:00 às 11:30 Hs e das 13:30 às 16:00 Hs
Endereço:
 Av. Benjamin Constant, 1217 - Centro                                                 - Centro                                   - Cruz Alta                                (RS)
Telefone:
 (0xx55) 33228056
Fax:
 (0xx55)               
Entrega da Proposta:
 03/09/2021 às 08:00Hs




Histórico de eventos publicados..."
2021-09-03,"Eletrobrás Termonuclear S/A - Eletronuclear
Código da UASG: 910847
Pregão Eletrônico Nº 162/2021
Objeto:
 Objeto: Pregão Eletrônico -  Fornecimento de café torrado e moído                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
Edital a partir de:
 03/09/2021 das 09:00 às 11:30 Hs e das 14:00 às 16:30 Hs
Endereço:
 Rua Candelária, 65/2º Andar                                                          - Centro                                   - Rio de Janeiro                           (RJ)
Telefone:
          
Fax:
                
Entrega da Proposta:
 03/09/2021 às 09:00Hs




Histórico de eventos publicados..."
2021-09-03,"PREFEITURA MUNICIPAL DE PAULO AFONSO
Código da UASG: 983781
Pregão Eletrônico Nº 166/2021
Objeto:
 Objeto: Pregão Eletrônico -  Aquisição de materias de lavanderia.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
Edital a partir de:
 03/09/2021 das 08:00 às 17:59 Hs 
Endereço:
 Avenida Apolônio Sales                                                               -                                          - Paulo Afonso                             (BA)
Telefone:
          
Fax:
                
Entrega da Proposta:
 03/09/2021 às 08:00Hs




Histórico de eventos publicados..."
2021-09-03,"Código da UASG: 985919
Pregão Eletrônico Nº 84/2021
Objeto:
 Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição Gêneros Alimentícios para atender ao Abrigo Municipal Antônio Modesto Fabello e demais Programas da Assistência Social e Direitos Humanos: CRAS Vila, CRAS Centro, CRAS Triangulo, CRAS Bemposta, CREAS e Bolsa Familia, conforme condições, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
Edital a partir de:
 03/09/2021 das 08:00 às 17:00 Hs 
Endereço:
 Prac.são Sebastião,81 Centro Tel.0242.52.0662 Fax.0242.52.0266                       -                                          - Tres Rios                                (RJ)
Telefone:
          
Fax:
                
Entrega da Proposta:
 03/09/2021 às 08:00Hs




Histórico de eventos publicados..."
2021-09-03,"MINISTÉRIO DA DEFESA
Comando do Exército
Comando Militar do Sul
5ª Região Militar
5ªBrigada de Infantaria Blindada
5ºRegimento de Carros de Combate
Código da UASG: 160234
Pregão Eletrônico Nº 13/2021
Objeto:
 Objeto: Pregão Eletrônico -  Aquisição de material hidráulico para manutenção e reparo das redes de água e esgoto do 5º Regimento de Carros de Combate e da 11ª Bateria de Artilharia Antiaérea Autopropulsada.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
Edital a partir de:
 03/09/2021 das 08:00 às 12:00 Hs e das 13:30 às 17:00 Hs
Endereço:
 Av. Dep. Ivan Ferreira do Amaral, N¨ 330,                                            - Bairro Industrial,                       - Rio Negro                                (PR)
Telefone:
 (0xx47) 36427032
Fax:
 (0xx47)               
Entrega da Proposta:
 03/09/2021 às 08:00Hs




Histórico de eventos publicados..."
